date,n_obs_to_n_assets_ratio,low_sample_warning,ill_conditioned_warning,covariance_method,covariance_annualized,covariance_trading_days,covariance_fallback_used,covariance_fallback_method,covariance_failure_note,covariance_min_eigenvalue,covariance_max_eigenvalue,covariance_condition_number,covariance_point_in_time,covariance_psd_repaired,covariance_jitter_added,covariance_min_eigenvalue_before_repair,covariance_eigenvalue_floor,covariance_relative_floor,covariance_psd_notes,covariance_observations,covariance_assets,covariance_ewma_halflife
2017-05-05,7.0588235294117645,False,False,sample,True,243,False,,,9.398322694656568e-06,0.1214781766080325,12925.516664489413,True,False,0.0,9.398322694644433e-06,1.2147817660803252e-07,1e-06,symmetrized,120,17,
2017-05-12,7.352941176470588,False,False,sample,True,243,False,,,9.101915589536921e-06,0.11986871687875462,13169.61420918354,True,False,0.0,9.101915589518009e-06,1.1986871687875462e-07,1e-06,symmetrized,125,17,
2017-05-19,7.647058823529412,False,False,sample,True,243,False,,,8.786591002126888e-06,0.11933076294693006,13581.008028943736,True,False,0.0,8.786591002103097e-06,1.193307629469301e-07,1e-06,symmetrized,130,17,
2017-05-26,7.9411764705882355,False,False,sample,True,243,False,,,8.557185552588205e-06,0.1183028932687031,13824.976978899473,True,False,0.0,8.557185552576763e-06,1.1830289326870318e-07,1e-06,symmetrized,135,17,
2017-06-02,8.117647058823529,False,False,sample,True,243,False,,,8.517039903071675e-06,0.11817676871109059,13875.333455754984,True,False,0.0,8.517039903078071e-06,1.181767687110906e-07,1e-06,symmetrized,138,17,
2017-06-09,8.411764705882353,False,False,sample,True,243,False,,,8.283426127758735e-06,0.11754503643914786,14190.388690162952,True,False,0.0,8.28342612776833e-06,1.1754503643914776e-07,1e-06,symmetrized,143,17,
2017-06-16,8.705882352941176,False,False,sample,True,243,False,,,8.06584916804522e-06,0.11580723425439374,14357.723761211855,True,False,0.0,8.065849168059911e-06,1.1580723425439371e-07,1e-06,symmetrized,148,17,
2017-06-23,9.0,False,False,sample,True,243,False,,,7.966036947237956e-06,0.11440125026985908,14361.124738383887,True,False,0.0,7.966036947260453e-06,1.1440125026985905e-07,1e-06,symmetrized,153,17,
2017-06-30,9.294117647058824,False,False,sample,True,243,False,,,7.735979803632769e-06,0.11377577524936615,14707.35163966402,True,False,0.0,7.735979803619596e-06,1.1377577524936617e-07,1e-06,symmetrized,158,17,
2017-07-07,9.588235294117647,False,False,sample,True,243,False,,,7.944733242684384e-06,0.1114696104417273,14030.629731258756,True,False,0.0,7.944733242649961e-06,1.1146961044172733e-07,1e-06,symmetrized,163,17,
2017-07-14,9.882352941176471,False,False,sample,True,243,False,,,7.758617602416885e-06,0.10869798287440156,14009.967811861366,True,False,0.0,7.758617602396773e-06,1.0869798287440159e-07,1e-06,symmetrized,168,17,
2017-07-21,10.176470588235293,False,False,sample,True,243,False,,,7.626035339331958e-06,0.12343505102943807,16186.005642120588,True,False,0.0,7.626035339322945e-06,1.2343505102943817e-07,1e-06,symmetrized,173,17,
2017-07-28,10.470588235294118,False,False,sample,True,243,False,,,7.513162953706257e-06,0.12284332740313691,16350.414354122066,True,False,0.0,7.513162953705281e-06,1.2284332740313687e-07,1e-06,symmetrized,178,17,
2017-08-04,10.764705882352942,False,False,sample,True,243,False,,,7.351668346698439e-06,0.12001173146236849,16324.421315369123,True,False,0.0,7.3516683467075465e-06,1.2001173146236845e-07,1e-06,symmetrized,183,17,
2017-08-11,11.058823529411764,False,False,sample,True,243,False,,,7.2189832996974905e-06,0.11754203239806249,16282.35272451566,True,False,0.0,7.218983299682532e-06,1.1754203239806253e-07,1e-06,symmetrized,188,17,
2017-08-18,11.352941176470589,False,False,sample,True,243,False,,,7.1050249765933116e-06,0.1218387990701684,17148.257672781212,True,False,0.0,7.105024976593996e-06,1.2183879907016834e-07,1e-06,symmetrized,193,17,
2017-08-25,11.647058823529411,False,False,sample,True,243,False,,,6.961632630794946e-06,0.12021883469534585,17268.770282929756,True,False,0.0,6.961632630784942e-06,1.202188346953458e-07,1e-06,symmetrized,198,17,
2017-09-01,11.941176470588236,False,False,sample,True,243,False,,,6.917146325412174e-06,0.12131735453534055,17538.642212850915,True,False,0.0,6.917146325384303e-06,1.2131735453534056e-07,1e-06,symmetrized,203,17,
2017-09-08,12.235294117647058,False,False,sample,True,243,False,,,6.794655609854015e-06,0.11936860230126048,17568.013620608675,True,False,0.0,6.794655609848483e-06,1.1936860230126045e-07,1e-06,symmetrized,208,17,
2017-09-15,12.529411764705882,False,False,sample,True,243,False,,,6.650702384800446e-06,0.1171400892889253,17613.19068443627,True,False,0.0,6.650702384792287e-06,1.171400892889252e-07,1e-06,symmetrized,213,17,
2017-09-22,12.823529411764707,False,False,sample,True,243,False,,,6.723672278797628e-06,0.11639983560330508,17311.94364876458,True,False,0.0,6.723672278796059e-06,1.1639983560330502e-07,1e-06,symmetrized,218,17,
2017-09-29,13.117647058823529,False,False,sample,True,243,False,,,6.961637457332069e-06,0.11460569130790335,16462.461886348225,True,False,0.0,6.961637457338669e-06,1.1460569130790352e-07,1e-06,symmetrized,223,17,
2017-10-13,13.411764705882353,False,False,sample,True,243,False,,,8.068666921903206e-06,0.11355900009739615,14074.072110862435,True,False,0.0,8.068666921899425e-06,1.1355900009739626e-07,1e-06,symmetrized,228,17,
2017-10-20,13.705882352941176,False,False,sample,True,243,False,,,8.107350297614736e-06,0.11272349044381638,13903.863322271984,True,False,0.0,8.107350297613489e-06,1.1272349044381639e-07,1e-06,symmetrized,233,17,
2017-10-27,14.0,False,False,sample,True,243,False,,,7.95665320693894e-06,0.11093973878752514,13943.015474241782,True,False,0.0,7.956653206947724e-06,1.1093973878752518e-07,1e-06,symmetrized,238,17,
2017-11-03,14.117647058823529,False,False,sample,True,243,False,,,7.899529724542639e-06,0.11143413352817065,14106.426257497547,True,False,0.0,7.899529724567969e-06,1.1143413352817055e-07,1e-06,symmetrized,240,17,
2017-11-10,14.117647058823529,False,False,sample,True,243,False,,,8.019732685070434e-06,0.11132092243924858,13880.876933277847,True,False,0.0,8.01973268506128e-06,1.1132092243924853e-07,1e-06,symmetrized,240,17,
2017-11-17,14.117647058823529,False,False,sample,True,243,False,,,7.963917904701945e-06,0.11141709921622697,13990.237035272005,True,False,0.0,7.96391790468444e-06,1.1141709921622698e-07,1e-06,symmetrized,240,17,
2017-11-24,3.3333333333333335,False,False,sample,True,243,False,,,6.3983555967890585e-06,0.11209946515142691,17520.04299474739,True,False,0.0,6.398355596761955e-06,1.1209946515142682e-07,1e-06,symmetrized,60,18,
2017-12-01,3.611111111111111,False,False,sample,True,243,False,,,6.592851988864123e-06,0.11118785467217746,16864.909884217486,True,False,0.0,6.59285198887685e-06,1.1118785467217753e-07,1e-06,symmetrized,65,18,
2017-12-08,3.888888888888889,False,False,sample,True,243,False,,,6.40840567338173e-06,0.10974555328355323,17125.25062815511,True,False,0.0,6.4084056734131175e-06,1.0974555328355315e-07,1e-06,symmetrized,70,18,
2017-12-15,4.166666666666667,False,False,sample,True,243,False,,,5.998632835371978e-06,0.11569792241583754,19287.38190702466,True,False,0.0,5.9986328353842025e-06,1.1569792241583751e-07,1e-06,symmetrized,75,18,
2017-12-22,4.444444444444445,False,False,sample,True,243,False,,,6.275683318678405e-06,0.11228838414926315,17892.614787469858,True,False,0.0,6.275683318683845e-06,1.1228838414926308e-07,1e-06,symmetrized,80,18,
2017-12-29,4.722222222222222,False,False,sample,True,243,False,,,1.0962301971093893e-05,0.11149613273301226,10170.86858462871,True,False,0.0,1.0962301971087673e-05,1.1149613273301229e-07,1e-06,symmetrized,85,18,
2018-01-05,4.944444444444445,False,False,sample,True,243,False,,,2.1054050146684103e-05,0.11178827307045863,5309.585200549391,True,False,0.0,2.1054050146683798e-05,1.1178827307045855e-07,1e-06,symmetrized,89,18,
2018-01-12,5.222222222222222,False,False,sample,True,243,False,,,2.326246460002415e-05,0.10669918410352949,4586.753206855765,True,False,0.0,2.3262464600028827e-05,1.0669918410352946e-07,1e-06,symmetrized,94,18,
2018-01-19,5.5,False,False,sample,True,243,False,,,2.2252850449224945e-05,0.11035314185903847,4959.056463837513,True,False,0.0,2.225285044921592e-05,1.1035314185903843e-07,1e-06,symmetrized,99,18,
2018-01-26,5.777777777777778,False,False,sample,True,243,False,,,2.1472158752358204e-05,0.11152353628327008,5193.866977675074,True,False,0.0,2.147215875235979e-05,1.1152353628327013e-07,1e-06,symmetrized,104,18,
2018-02-02,6.055555555555555,False,False,sample,True,243,False,,,2.1052352433053493e-05,0.12523065042811243,5948.534769515476,True,False,0.0,2.1052352433061658e-05,1.2523065042811236e-07,1e-06,symmetrized,109,18,
2018-02-09,6.333333333333333,False,False,sample,True,243,False,,,2.136105187888322e-05,0.17336656715378349,8116.01264473158,True,False,0.0,2.1361051878885493e-05,1.7336656715378353e-07,1e-06,symmetrized,114,18,
2018-02-14,6.5,False,False,sample,True,243,False,,,2.100242645998854e-05,0.21925542383603858,10439.528225642849,True,False,0.0,2.1002426459989812e-05,2.192554238360385e-07,1e-06,symmetrized,117,18,
2018-02-23,6.611111111111111,False,False,sample,True,243,False,,,2.2713634645799022e-05,0.2234185235797057,9836.317571526486,True,False,0.0,2.2713634645813473e-05,2.2341852357970582e-07,1e-06,symmetrized,119,18,
2018-03-02,6.888888888888889,False,False,sample,True,243,False,,,2.280366273264072e-05,0.22550845045019824,9889.132859670382,True,False,0.0,2.280366273261391e-05,2.2550845045019828e-07,1e-06,symmetrized,124,18,
2018-03-09,7.166666666666667,False,False,sample,True,243,False,,,2.2076088440528033e-05,0.2232070730085592,10110.807157249292,True,False,0.0,2.2076088440547475e-05,2.2320707300855913e-07,1e-06,symmetrized,129,18,
2018-03-16,7.444444444444445,False,False,sample,True,243,False,,,2.140398994261683e-05,0.22545531117022644,10533.331017939288,True,False,0.0,2.1403989942592294e-05,2.254553111702264e-07,1e-06,symmetrized,134,18,
2018-03-23,7.722222222222222,False,False,sample,True,243,False,,,2.0772760159139113e-05,0.21928661240593827,10556.450405530806,True,False,0.0,2.0772760159134698e-05,2.192866124059384e-07,1e-06,symmetrized,139,18,
2018-03-30,8.0,False,False,sample,True,243,False,,,2.0102986974341002e-05,0.2537831755012149,12624.152611009398,True,False,0.0,2.010298697430587e-05,2.5378317550121514e-07,1e-06,symmetrized,144,18,
2018-04-04,8.166666666666666,False,False,sample,True,243,False,,,2.0259617465456336e-05,0.25230124156421263,12453.405993197992,True,False,0.0,2.0259617465470857e-05,2.523012415642127e-07,1e-06,symmetrized,147,18,
2018-04-13,8.444444444444445,False,False,sample,True,243,False,,,2.0471217535793694e-05,0.24580950425434434,12007.566419757359,True,False,0.0,2.0471217535781642e-05,2.458095042543445e-07,1e-06,symmetrized,152,18,
2018-04-20,8.722222222222221,False,False,sample,True,243,False,,,2.039326415505594e-05,0.2442291098601772,11975.969516367366,True,False,0.0,2.039326415509127e-05,2.4422910986017695e-07,1e-06,symmetrized,157,18,
2018-04-27,9.0,False,False,sample,True,243,False,,,2.0185477502346393e-05,0.2519924703069574,12483.849850847737,True,False,0.0,2.018547750235715e-05,2.519924703069572e-07,1e-06,symmetrized,162,18,
2018-05-04,9.166666666666666,False,False,sample,True,243,False,,,2.072455415394622e-05,0.24900576607794617,12015.011962538758,True,False,0.0,2.0724554153940017e-05,2.490057660779461e-07,1e-06,symmetrized,165,18,
2018-05-11,9.444444444444445,False,False,sample,True,243,False,,,2.0264382698355764e-05,0.24742611155325153,12209.90124576198,True,False,0.0,2.0264382698317075e-05,2.474261115532514e-07,1e-06,symmetrized,170,18,
2018-05-18,9.722222222222221,False,False,sample,True,243,False,,,1.9738770330074343e-05,0.241971865083361,12258.710195066627,True,False,0.0,1.9738770330060458e-05,2.4197186508336083e-07,1e-06,symmetrized,175,18,
2018-05-25,10.0,False,False,sample,True,243,False,,,1.9538885367391734e-05,0.24035505342983055,12301.369751160773,True,False,0.0,1.9538885367484813e-05,2.403550534298306e-07,1e-06,symmetrized,180,18,
2018-06-01,10.277777777777779,False,False,sample,True,243,False,,,1.9228464239607967e-05,0.24440684071826857,12710.679213518488,True,False,0.0,1.9228464239622926e-05,2.4440684071826856e-07,1e-06,symmetrized,185,18,
2018-06-08,10.555555555555555,False,False,sample,True,243,False,,,1.8874469491859973e-05,0.24036373470844247,12734.86043208285,True,False,0.0,1.8874469491920993e-05,2.403637347084424e-07,1e-06,symmetrized,190,18,
2018-06-15,10.833333333333334,False,False,sample,True,243,False,,,1.8457810728354245e-05,0.23952502375818507,12976.892399824812,True,False,0.0,1.845781072835482e-05,2.395250237581851e-07,1e-06,symmetrized,195,18,
2018-06-22,11.055555555555555,False,False,sample,True,243,False,,,1.815441982711436e-05,0.2747698339567999,15135.148166311546,True,False,0.0,1.8154419827117826e-05,2.747698339567998e-07,1e-06,symmetrized,199,18,
2018-06-29,11.333333333333334,False,False,sample,True,243,False,,,1.7802585347553716e-05,0.27091960653158953,15217.992288340136,True,False,0.0,1.780258534755781e-05,2.709196065315893e-07,1e-06,symmetrized,204,18,
2018-07-06,11.61111111111111,False,False,sample,True,243,False,,,1.864283873167526e-05,0.2836084605899565,15212.7293848275,True,False,0.0,1.8642838731673102e-05,2.8360846058995623e-07,1e-06,symmetrized,209,18,
2018-07-13,11.88888888888889,False,False,sample,True,243,False,,,2.1398330489869017e-05,0.2947109441228666,13772.613908472753,True,False,0.0,2.139833048983473e-05,2.9471094412286674e-07,1e-06,symmetrized,214,18,
2018-07-20,12.166666666666666,False,False,sample,True,243,False,,,2.1200035558784612e-05,0.28892636187191045,13628.579115858542,True,False,0.0,2.120003555875968e-05,2.889263618719104e-07,1e-06,symmetrized,219,18,
2018-07-27,12.444444444444445,False,False,sample,True,243,False,,,2.0771914234498986e-05,0.28840407322526385,13884.328135067522,True,False,0.0,2.0771914234536923e-05,2.884040732252639e-07,1e-06,symmetrized,224,18,
2018-08-03,12.722222222222221,False,False,sample,True,243,False,,,2.038116624989444e-05,0.2921028975169016,14332.00111982868,True,False,0.0,2.0381166249883973e-05,2.9210289751690165e-07,1e-06,symmetrized,229,18,
2018-08-10,13.0,False,False,sample,True,243,False,,,2.0095635146677602e-05,0.3012453441508903,14990.585863651839,True,False,0.0,2.0095635146684507e-05,3.0124534415089e-07,1e-06,symmetrized,234,18,
2018-08-17,13.277777777777779,False,False,sample,True,243,False,,,1.9847918273054233e-05,0.29896855286554314,15062.9677506999,True,False,0.0,1.984791827305738e-05,2.9896855286554324e-07,1e-06,symmetrized,239,18,
2018-08-24,13.333333333333334,False,False,sample,True,243,False,,,1.9771260172677423e-05,0.29812763942996356,15078.838517433314,True,False,0.0,1.977126017270466e-05,2.981276394299637e-07,1e-06,symmetrized,240,18,
2018-08-31,13.333333333333334,False,False,sample,True,243,False,,,1.9916646676705536e-05,0.30393671015414225,15260.4359101086,True,False,0.0,1.9916646676745075e-05,3.039367101541424e-07,1e-06,symmetrized,240,18,
2018-09-07,13.333333333333334,False,False,sample,True,243,False,,,1.9975552221193328e-05,0.3076154135110022,15399.59497012721,True,False,0.0,1.997555222118795e-05,3.076154135110023e-07,1e-06,symmetrized,240,18,
2018-09-14,13.333333333333334,False,False,sample,True,243,False,,,2.003264010113719e-05,0.3090220188394251,15425.9257531354,True,False,0.0,2.003264010114853e-05,3.0902201883942523e-07,1e-06,symmetrized,240,18,
2018-09-21,13.333333333333334,False,False,sample,True,243,False,,,1.9565987810245134e-05,0.3130476845939934,15999.584975212727,True,False,0.0,1.9565987810298097e-05,3.1304768459399337e-07,1e-06,symmetrized,240,18,
2018-09-28,13.333333333333334,False,False,sample,True,243,False,,,1.8026204725749286e-05,0.3165166328548348,17558.695114713246,True,False,0.0,1.8026204725743875e-05,3.1651663285483475e-07,1e-06,symmetrized,240,18,
2018-10-12,13.333333333333334,False,False,sample,True,243,False,,,1.8393315802588414e-05,0.3740388449167377,20335.58543392708,True,False,0.0,1.8393315802599926e-05,3.7403884491673785e-07,1e-06,symmetrized,240,18,
2018-10-19,13.333333333333334,False,False,sample,True,243,False,,,1.8455847661554344e-05,0.382857811363715,20744.52598355869,True,False,0.0,1.845584766154452e-05,3.8285781136371545e-07,1e-06,symmetrized,240,18,
